3	3	20	0	0	0
4	15	5	0	0	0
3	100	10	0	0	0
3	24	243	0	0	0
1	0.5	0	0	0	0
4	3	1	0	0	0
4	5	5	0	0	0
2	0.6	10	-0.6	0	0
5	5	2	0	3	5
5	5	6	0	6	2
5	3	8	0	5	4
2	0.03	54	-0.03	0	0
2	0.25	2	-0.25	0	0
1	1	0	0	0	0
1	3	0	0	0	0
3	90	20	0	0	0
3	0.5	5	0	0	0
2	0.3	55	-0.3	0	0
5	3	5	0	25	3
3	10	10	0	0	0
4	15	6	0	0	0
5	4	1	0	2	7
1	5	0	0	0	0
2	0.2	20	-0.2	0	0
1	7	0	0	0	0
1	0.2	0	0	0	0
4	6	2.5	0	0	0
4	4	7	0	0	0
2	0.5	20	-0.5	0	0
5	2	10	0	3	2
